num_etab;ine;code_diplome;c_jour_nais;c_mois_nais;c_annee_nais;c_annee_bac;c_serie_bac;c_sexe;c_nation;c_double_diplome;c_a_enqueter;statut_reponse;date_reponse;q2_1;q2_2;q2_3;q2_4a;q2_4_1;q2_4_2;q2_4_3;q2_4_4;q2_4_5;q2_4_6;q2_4_7;q2_5;q3_1_1;q3_1_2;q4_1;q4_2s;q4_2r;q4_3;q5_1;q5_2;q5_3;q5_4;q6_1;q6_2;q6_3;q6_4;q6_5;q6_6s;q6_6r;q6_7;q6_8;q6_9;q6_10;q6_11;q6_12;q6_13;q6_14a;q6_14b;q6_15;q6_16;q6_17;q7_1;q8_1;q8_2s;q8_2r;q8_3;q8_4;q8_5;q8_6;q8_7;region_bac;effectifsEmployeur;libdip1;libdip2;libdip3;annee
2732;60931;2005138;NA;NA;NA;NA;;f;;NA;;5;19122015;92013;1;1;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102015;Chargée d'information et téléconseiller ;7;7;7;1;NA;1200;NA;NA;4;4;6;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;70;de 50 Ã  499;LICENCE PRO;tlcc;kxljek;2013
2733;60931;2005138;NA;NA;NA;NA;;h;;NA;;5;19122015;102013;3;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;Responsable groupes et coordination ;3;2;2;1;NA;1900;2;NA;4;4;75;NA;2;112013;52014;1;3;4;4;1;NA;1750;2;NA;50;de 3 Ã  9;LICENCE PRO;tlcc;kxljek;2015
2734;60931;2005138;NA;NA;NA;NA;;f;;NA;;4;23012016;92013;3;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122013;Vente en pâtisserie chocolaterie;3;7;7;1;NA;1190;1;200;4;4;6;NA;1;NA;NA;1;3;7;7;1;NA;1190;1;200;32;de 3 Ã  9;LICENCE PRO;tlcc;kxljek;2015
2735;60931;2005138;NA;NA;NA;NA;;h;;NA;;4;23012016;62013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;chef de projet en événementielle ;1;2;2;1;NA;NA;2;NA;1;4;6;NA;1;NA;NA;1;1;2;2;1;NA;NA;NA;NA;90;plus de 500;LICENCE PRO;tlcc;kxljek;2013
2736;60931;2005138;NA;NA;NA;NA;;f;;NA;;4;30012016;92013;3;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22015;Réceptionniste en hôtel;5;7;7;1;NA;1200;1;NA;4;4;83;NA;2;62014;72014;1;5;7;7;1;NA;1200;2;NA;26;Aucun salariÃ©;LICENCE PRO;tlcc;kxljek;2014
2737;60931;2005138;NA;NA;NA;NA;;h;;NA;;5;12022016;92013;1;1;NA;1;2;1;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62015;Assistante de production ;3;4;4;1;NA;1450;1;6000;4;13;67;NA;2;122013;52014;1;5;7;7;1;NA;1100;2;NA;70;de 3 Ã  9;LICENCE PRO;tlcc;kxljek;2013
2738;60931;2005138;NA;NA;NA;NA;;f;;NA;;4;23012016;102013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12015;Négociatrice immobilier;3;4;4;1;NA;1800;1;7500;4;4;13;NA;2;92013;12015;1;3;7;7;1;NA;1500;1;1800;35;Aucun salariÃ©;LICENCE PRO;tlcc;kxljek;2014
2739;60931;2005138;NA;NA;NA;NA;;f;;NA;;4;20022016;102013;1;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;72015;Adjointe administrative;5;7;7;1;NA;1450;2;NA;2;NA;75;NA;2;12014;32014;1;3;7;7;1;NA;1300;1;600;10;Aucun salariÃ©;LICENCE PRO;tlcc;kxljek;2013
2740;60931;2005138;NA;NA;NA;NA;;h;;NA;;4;23012016;92013;3;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;52014;Réceptionniste dans un hôtel;3;7;7;1;NA;1350;2;NA;4;4;13;NA;1;NA;NA;1;3;7;7;1;NA;1350;2;NA;51;Aucun salariÃ©;LICENCE PRO;tlcc;kxljek;2013
2741;60931;2005138;NA;NA;NA;NA;;f;;NA;;5;NA;92013;1;3;NA;1;2;2;2;2;NA;2;NA;2;3;3;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;de 50 Ã  499;LICENCE PRO;tlcc;kxljek;2013
2742;60931;2005138;NA;NA;NA;NA;;f;;NA;;5;26022016;92014;3;1;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62014;Réceptionniste;3;7;7;1;NA;1300;1;550;4;4;6;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;31;de 50 Ã  499;LICENCE PRO;tlcc;kxljek;2014
2743;60931;2005138;NA;NA;NA;NA;;h;;NA;;4;23012016;92013;1;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;2;1;42014;102014;102015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;7;7;1;NA;1200;2;NA;54;de 10 Ã  49;LICENCE PRO;tlcc;kxljek;2015
2744;60931;2005138;NA;NA;NA;NA;;h;;NA;;4;23012016;102013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;2;1;62014;12015;12015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;7;7;1;NA;1300;2;NA;83;de 10 Ã  49;LICENCE PRO;tlcc;kxljek;2014
2745;60931;2005138;NA;NA;NA;NA;;h;;NA;;5;4012016;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Production assistant & tableware decoration;3;7;7;1;NA;1600;NA;NA;4;12;6;NA;1;NA;NA;1;3;7;7;1;NA;1600;NA;NA;64;de 10 Ã  49;LICENCE PRO;tlcc;kxljek;2015
2746;60931;2005138;NA;NA;NA;NA;;f;;NA;;4;23012016;92013;3;3;NA;2;2;1;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42015;assistante administrative ;5;7;7;1;NA;900;2;NA;4;5;44;NA;2;22014;32015;1;3;7;7;1;NA;1200;2;NA;76;plus de 500;LICENCE PRO;tlcc;kxljek;2013
2747;60931;2005138;NA;NA;NA;NA;;f;;NA;;4;30012016;102013;3;NA;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122015;assistante chef de projet événementielle ;5;7;7;1;NA;1100;1;NA;4;5;92;NA;2;72014;22015;1;5;4;4;2;25;1100;2;NA;24;Aucun salariÃ©;LICENCE PRO;tlcc;kxljek;2014
2748;60931;2005138;NA;NA;NA;NA;;f;;NA;;4;22122015;52013;1;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12015;secrétaire de direction;2;5;5;1;NA;1500;1;500;2;11;6;NA;2;92013;22014;2;NA;NA;NA;NA;NA;NA;NA;NA;30;de 10 Ã  49;LICENCE PRO;tlcc;kxljek;2015
2749;60931;2005138;NA;NA;NA;NA;;f;;NA;;5;20122015;92013;1;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62014;Responsable réception ;5;7;7;1;NA;1590;1;1400;4;4;7;NA;1;NA;NA;1;5;7;7;1;NA;1460;1;1400;71;de 10 Ã  49;LICENCE PRO;tlcc;kxljek;2014
2750;60931;2005138;NA;NA;NA;NA;;h;;NA;;4;23012016;92013;3;3;NA;2;1;2;2;2;NA;2;NA;1;NA;3;NA;NA;1;NA;NA;NA;NA;2;NA;122015;chargé de relation entreprise ;3;7;7;1;NA;2100;1;2100;5;13;6;NA;2;102013;12014;1;3;7;7;1;NA;1400;1;1200;34;plus de 500;LICENCE PRO;tlcc;kxljek;2014
2751;60931;2005138;NA;NA;NA;NA;;h;;NA;;5;21122015;92013;1;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102015;Chef de projet;5;4;4;1;NA;1500;1;3600;4;8;92;NA;2;82013;92015;1;3;4;4;1;NA;1350;1;1200;74;de 50 Ã  499;LICENCE PRO;tlcc;kxljek;2015
2752;60931;2005138;NA;NA;NA;NA;;f;;NA;;5;19122015;92013;1;3;NA;2;1;2;2;2;NA;2;NA;1;3;3;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;97;de 10 Ã  49;LICENCE PRO;tlcc;kxljek;2014
2753;60931;2005138;NA;NA;NA;NA;;h;;NA;;4;16022016;92013;1;3;NA;2;1;2;2;2;NA;2;NA;1;1;1;NA;NA;1;NA;NA;NA;NA;2;NA;92015;Gestionnaire de données;5;7;7;1;NA;1400;1;NA;4;2;6;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;96;de 3 Ã  9;LICENCE PRO;tlcc;kxljek;2013
2754;60931;2005138;30;3;1960;1980;A;h;f;NA;;4;2022016;72013;3;2;NA;2;2;2;2;2;NA;1;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;91990;informaticien ;3;2;2;1;NA;NA;2;NA;4;13;6;NA;1;NA;NA;1;3;2;2;1;NA;NA;2;NA;76;de 3 Ã  9;LICENCE PRO;tlcc;kxljek;2015
2755;60931;2005138;NA;NA;NA;NA;;h;;NA;;5;19122015;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;Agent de service;3;6;6;1;NA;1150;2;NA;4;13;6;NA;1;NA;NA;1;3;6;6;1;NA;1150;2;NA;85;plus de 500;LICENCE PRO;tlcc;kxljek;2013
2756;60931;2005138;6;12;1964;1983;31;f;e;NA;;4;18022016;72013;3;NA;NA;2;2;1;2;2;NA;2;NA;NA;NA;3;NA;NA;1;NA;NA;NA;NA;2;NA;112008;directrice ventes ;3;2;2;1;NA;4500;1;7000;4;5;6;NA;2;NA;NA;1;3;2;2;1;NA;4000;2;NA;27;de 50 Ã  499;LICENCE PRO;tlcc;kxljek;2015
2757;60931;2005138;NA;NA;NA;NA;;h;;NA;;4;2022016;72013;3;2;NA;1;2;2;2;2;NA;2;NA;1;3;3;NA;NA;2;2;NA;NA;92014;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;7;7;1;NA;NA;NA;NA;77;Aucun salariÃ©;LICENCE PRO;tlcc;kxljek;2015
2758;60931;2005138;NA;NA;NA;NA;;f;;NA;;4;20022016;112013;3;3;NA;2;1;2;2;2;NA;2;NA;1;1;1;NA;NA;1;NA;NA;NA;NA;2;NA;82015;assistance de production;7;2;2;1;NA;NA;NA;NA;4;5;75;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;44;Aucun salariÃ©;LICENCE PRO;tlcc;kxljek;2013
2759;60931;2005138;NA;NA;NA;NA;;h;;NA;;5;3022016;92013;3;3;NA;1;2;2;2;2;NA;2;NA;1;1;1;NA;NA;1;NA;NA;NA;NA;2;NA;102015;Chargée de projets MICE;5;2;2;1;NA;1240;2;NA;4;13;30;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;77;de 50 Ã  499;LICENCE PRO;tlcc;kxljek;2015
2760;60931;2005138;NA;NA;NA;NA;;h;;NA;;5;2022016;102013;1;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;2;1;32015;72015;102015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;50;de 50 Ã  499;LICENCE PRO;tlcc;kxljek;2015
2761;60931;2005138;NA;NA;NA;NA;;f;;NA;;5;19122015;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;ResponsaBle evenementielle hotel 4 etoiles;3;4;4;1;NA;1600;2;NA;4;4;99;132;1;NA;NA;1;3;7;7;1;NA;1300;2;NA;88;plus de 500;LICENCE PRO;tlcc;kxljek;2015
2762;60931;2005138;NA;NA;NA;NA;;h;;NA;;5;20122015;92013;1;3;NA;1;2;2;2;2;NA;2;NA;1;1;1;NA;NA;1;NA;NA;NA;NA;2;NA;102015;Assistante chef de projet;5;NA;NA;1;NA;NA;NA;NA;4;13;6;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;59;plus de 500;LICENCE PRO;tlcc;kxljek;2014
2763;60931;2005138;NA;NA;NA;NA;;f;;NA;;5;22122015;92013;1;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;2;1;72014;12015;62015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;4;4;1;NA;1124;2;NA;41;plus de 500;LICENCE PRO;tlcc;kxljek;2013
2764;60931;2006106;NA;NA;NA;NA;;f;;NA;;4;16022016;62013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;2;1;102014;102015;102015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;4;4;1;NA;1400;2;NA;77;de 10 Ã  49;DUT;ecwr;nnwvny;2013
2765;60931;2006106;NA;NA;NA;NA;;h;;NA;;4;14012016;92013;1;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;2;2;NA;NA;92015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;43;de 3 Ã  9;DUT;ecwr;nnwvny;2013
2766;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;3022016;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62014;Planificateur d'événements ;3;2;2;1;NA;1500;1;2000;4;12;99;401;2;92013;12014;1;3;7;7;1;NA;1200;1;1000;60;de 10 Ã  49;DUT;ecwr;nnwvny;2013
2767;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;20122015;92013;1;3;NA;1;2;2;1;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22014;Hôtesse de caisse;3;7;7;2;80;950;1;1500;4;4;6;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;84;Aucun salariÃ©;DUT;ecwr;nnwvny;2015
2768;60931;2006106;NA;NA;NA;NA;;h;;NA;;4;15012016;92013;1;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12015;chargée de projet dans une agence de communication et d'évenementiel;3;7;7;1;NA;1300;2;NA;4;5;6;NA;1;NA;NA;1;5;7;7;1;NA;1100;2;NA;42;de 50 Ã  499;DUT;ecwr;nnwvny;2015
2769;60931;2006106;NA;NA;NA;NA;;f;;NA;;5;19122015;92013;3;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12015;Conseillère en sejour / Assistante chef de projet evenementiel;3;NA;NA;1;NA;1400;1;21000;4;5;6;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;45;de 10 Ã  49;DUT;ecwr;nnwvny;2013
2770;60931;2006106;NA;NA;NA;NA;SMS;f;;NA;;4;14012016;92013;3;1;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122015;chargé de communication ;3;7;7;1;NA;1100;2;NA;4;1;6;NA;2;52014;12015;1;5;7;7;1;NA;1200;1;600;58;de 3 Ã  9;DUT;ecwr;nnwvny;2015
2771;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;19122015;62013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;3;1;92013;42014;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;48;de 3 Ã  9;DUT;ecwr;nnwvny;2013
2772;60931;2006106;NA;NA;NA;NA;;h;;NA;;4;14012016;92013;1;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;serveuse;3;7;7;2;50;790;2;NA;1;4;6;NA;2;52013;92014;2;NA;NA;NA;NA;NA;NA;NA;NA;54;plus de 500;DUT;ecwr;nnwvny;2014
2773;60931;2006106;NA;NA;NA;NA;;h;;NA;;4;20022016;52013;3;3;NA;2;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;Contractuel ;5;2;2;1;NA;1293;2;NA;2;10;17;NA;2;32015;82015;2;NA;NA;NA;NA;NA;NA;NA;NA;52;de 10 Ã  49;DUT;ecwr;nnwvny;2013
2774;60931;2006106;NA;NA;NA;NA;;f;;NA;;4;26012016;92013;1;1;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;esthéticienne ;3;7;7;1;NA;1300;1;NA;4;13;6;NA;2;102013;102014;1;5;7;7;1;NA;750;2;NA;23;de 50 Ã  499;DUT;ecwr;nnwvny;2013
2775;60931;2006106;NA;NA;NA;NA;;f;;NA;;4;2022016;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;32015;technicienne de laboratoire en anatomie pathologique;5;4;4;1;NA;1320;2;NA;NA;11;21;NA;2;72013;22015;1;5;4;4;1;NA;1360;1;1360;25;Aucun salariÃ©;DUT;ecwr;nnwvny;2015
2776;60931;2006106;NA;NA;NA;NA;;f;;NA;;5;5022016;92013;NA;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;ASSISTANTE POLE RECRUTEMENT ;3;7;7;1;NA;1150;1;1200;4;5;93;NA;1;NA;NA;1;3;7;7;1;NA;1150;1;800;95;Aucun salariÃ©;DUT;ecwr;nnwvny;2014
2777;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;29022016;92013;3;1;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62013;Préparateur de commandes;3;7;7;1;NA;1133;1;NA;4;4;73;NA;1;NA;NA;1;3;7;7;1;NA;1133;1;NA;39;plus de 500;DUT;ecwr;nnwvny;2014
2778;60931;2006106;NA;NA;NA;NA;;f;;NA;;4;16012016;92013;1;1;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;conseillère de vente;3;7;7;1;NA;NA;NA;NA;4;4;83;NA;1;NA;NA;1;3;7;7;1;NA;NA;NA;NA;55;plus de 500;DUT;ecwr;nnwvny;2014
2779;60931;2006106;NA;NA;NA;NA;;h;;NA;;4;16012016;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;NA;2;2;1;NA;NA;NA;NA;2;NA;62013;agent administratif communale de la fonction publique ;3;7;7;1;NA;1380;1;1000;NA;10;20;NA;1;NA;NA;1;5;7;7;1;NA;1300;1;1000;68;plus de 500;DUT;ecwr;nnwvny;2015
2780;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;17022016;NA;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122015;Coordinatrice d'événement ;3;NA;NA;1;NA;2000;1;7000;4;5;99;401;2;52013;102013;1;5;7;7;2;65;950;1;2000;99;de 50 Ã  499;DUT;ecwr;nnwvny;2014
2781;60931;2006106;NA;NA;NA;NA;;f;;NA;;4;15012016;92013;2;3;NA;2;1;1;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;AGENT IMMOBILIER;3;4;4;1;NA;1400;2;NA;4;4;13;NA;2;NA;NA;1;5;7;7;1;NA;NA;NA;NA;56;Aucun salariÃ©;DUT;ecwr;nnwvny;2014
2782;60931;2006106;NA;NA;NA;NA;;f;;NA;;4;16012016;72013;3;1;NA;2;1;1;2;1;NA;2;NA;3;2;3;NA;NA;2;1;92015;102015;102015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;9;7;7;1;NA;1200;2;NA;80;de 3 Ã  9;DUT;ecwr;nnwvny;2014
2783;60931;2006106;NA;NA;NA;NA;;f;;NA;;5;3022016;92013;3;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102013;Chargée événementiel;3;4;4;1;NA;1500;2;NA;5;13;13;NA;1;NA;NA;1;3;4;4;1;NA;1500;2;NA;2;de 10 Ã  49;DUT;ecwr;nnwvny;2015
2784;60931;2006106;NA;NA;NA;2011;;f;;NA;;4;30012016;62013;3;1;NA;2;2;2;2;2;NA;2;NA;3;3;3;NA;NA;2;2;NA;NA;92013;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;92;plus de 500;DUT;ecwr;nnwvny;2014
2785;60931;2006106;NA;NA;NA;NA;;f;;NA;;5;21122015;92013;3;1;NA;2;1;2;2;2;NA;2;NA;1;1;1;NA;NA;2;1;92014;92015;102015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;25;de 50 Ã  499;DUT;ecwr;nnwvny;2014
2786;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;30012016;92013;1;3;NA;2;1;2;2;2;NA;2;NA;1;1;1;NA;NA;2;2;NA;NA;92015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;65;plus de 500;DUT;ecwr;nnwvny;2013
2787;60931;2006106;NA;NA;NA;NA;;h;;NA;;4;30012016;92013;1;3;NA;2;1;2;2;2;NA;2;NA;3;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;Aucun salariÃ©;DUT;ecwr;nnwvny;2015
2788;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;19122015;92013;3;3;NA;1;2;2;2;2;NA;2;NA;1;1;1;NA;NA;2;1;112015;122015;92015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;97;Aucun salariÃ©;DUT;ecwr;nnwvny;2014
2789;60931;2006106;NA;NA;NA;NA;;h;;NA;;4;16022016;92013;1;1;NA;1;2;2;2;2;NA;2;NA;1;1;1;NA;NA;2;1;92013;92015;122015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;48;Aucun salariÃ©;DUT;ecwr;nnwvny;2014
2790;60931;2006106;NA;NA;NA;NA;;f;;NA;;4;2022016;92013;3;NA;NA;2;2;2;2;2;NA;1;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;chef d'entreprise ;1;2;2;1;NA;NA;2;NA;1;13;6;NA;1;NA;NA;1;3;2;2;1;NA;NA;2;NA;32;de 10 Ã  49;DUT;ecwr;nnwvny;2015
2791;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;20122015;92013;3;2;NA;2;2;2;2;2;NA;1;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22014;Conseiller de vente;3;7;7;1;NA;1150;1;1150;4;4;6;NA;2;12001;12012;1;7;7;7;NA;NA;1150;2;NA;71;Aucun salariÃ©;DUT;ecwr;nnwvny;2013
2792;60931;2006106;NA;NA;NA;NA;;h;;NA;;5;NA;NA;NA;NA;NA;2;2;2;2;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29;de 10 Ã  49;DUT;ecwr;nnwvny;2014
2793;60931;2006106;NA;NA;NA;NA;;f;;NA;;5;NA;92013;3;1;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79;plus de 500;DUT;ecwr;nnwvny;2014
2794;60931;2006249;NA;NA;NA;NA;;f;;NA;;4;19012016;92013;3;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102013;COMMERCIAL AUTOMOBILE;3;7;7;1;NA;2500;2;NA;4;4;6;NA;1;NA;NA;1;3;7;7;1;NA;2500;2;NA;60;plus de 500;MASTER LMD;fkrt;hprvna;2013
2795;60931;2006249;NA;NA;NA;NA;;h;;NA;;5;28022016;102013;3;3;NA;1;2;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;Gestion logistique et administrative;1;2;2;1;NA;1500;2;NA;1;4;6;NA;2;122013;32015;1;5;7;7;1;NA;1650;1;4000;35;de 3 Ã  9;MASTER LMD;fkrt;hprvna;2013
2796;60931;2006249;NA;NA;NA;NA;;h;;NA;;5;21122015;92013;3;3;NA;2;1;2;1;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;52015;Procurement and facility manager;3;2;2;1;NA;2000;1;6000;4;4;99;247;2;22014;122014;1;5;2;2;1;NA;1530;2;NA;20;plus de 500;MASTER LMD;fkrt;hprvna;2014
2797;60931;2006249;NA;NA;NA;NA;;f;;NA;;4;16012016;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;62015;coiffeuse ;5;7;7;2;90;960;2;NA;4;13;6;NA;2;52014;82014;3;NA;NA;NA;NA;NA;NA;NA;NA;7;de 10 Ã  49;MASTER LMD;fkrt;hprvna;2014
2798;60931;2006249;NA;NA;NA;NA;;h;;NA;;4;16012016;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102013;superviseur des expéditions ;3;4;4;1;NA;1700;1;1500;4;7;6;NA;1;NA;NA;1;3;4;4;1;NA;1600;1;2100;94;plus de 500;MASTER LMD;fkrt;hprvna;2015
2799;60931;2006249;NA;NA;NA;NA;;h;;NA;;4;29012016;92013;3;3;NA;2;1;2;2;2;NA;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;assistant logistique administratif ;3;7;7;1;NA;NA;2;NA;4;4;6;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;Aucun salariÃ©;MASTER LMD;fkrt;hprvna;2015
